,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
17750,DescriptorName,D006801,18957000,,,8,Humans,N,
17751,DescriptorName,D010976,18957000,,,9,Platelet Count,N,
17752,DescriptorName,D010978,18957000,,,10,Platelet Factor 4,N,
17753,QualifierName,Q000378,18957000,,,10,,N,metabolism
17754,DescriptorName,D017131,18957000,,,11,Thrombectomy,N,
17755,DescriptorName,D013921,18957000,,,12,Thrombocytopenia,N,
17756,QualifierName,Q000188,18957000,,,12,,Y,drug therapy
17757,DescriptorName,D013927,18957000,,,13,Thrombosis,N,
17758,QualifierName,Q000188,18957000,,,13,,Y,drug therapy
17759,Chemical,D000925,18977778,Anticoagulants,0,,,,
17760,Chemical,D001779,18977778,Blood Coagulation Factors,0,,,,
17761,Chemical,D017984,18977778,Enoxaparin,0,,,,
17762,Chemical,D014812,18977778,Vitamin K,12001-79-5,,,,
17763,Chemical,C025667,18977778,prothrombin complex concentrates,37224-63-8,,,,
17764,Chemical,D008696,18977778,Methandrostenolone,COZ1R7EOCC,,,,
17765,Chemical,D017985,18977778,Dalteparin,S79O08V79F,,,,
17766,DescriptorName,D000925,18977778,,,1,Anticoagulants,N,
17767,QualifierName,Q000627,18977778,,,1,,N,therapeutic use
17768,DescriptorName,D001779,18977778,,,2,Blood Coagulation Factors,N,
17769,QualifierName,Q000627,18977778,,,2,,N,therapeutic use
17770,DescriptorName,D017985,18977778,,,3,Dalteparin,N,
17771,QualifierName,Q000627,18977778,,,3,,N,therapeutic use
17772,DescriptorName,D004300,18977778,,,4,Doping in Sports,Y,
17773,DescriptorName,D017984,18977778,,,5,Enoxaparin,N,
17774,QualifierName,Q000627,18977778,,,5,,N,therapeutic use
17775,DescriptorName,D006408,18977778,,,6,"Hematoma, Subdural",N,
17776,QualifierName,Q000209,18977778,,,6,,N,etiology
17777,DescriptorName,D006801,18977778,,,7,Humans,N,
17778,DescriptorName,D008297,18977778,,,8,Male,N,
17779,DescriptorName,D008696,18977778,,,9,Methandrostenolone,N,
17780,QualifierName,Q000009,18977778,,,9,,Y,adverse effects
17781,DescriptorName,D010996,18977778,,,10,Pleural Effusion,N,
17782,QualifierName,Q000209,18977778,,,10,,N,etiology
17783,DescriptorName,D020151,18977778,,,11,Protein C Deficiency,N,
17784,QualifierName,Q000150,18977778,,,11,,Y,complications
17785,DescriptorName,D011655,18977778,,,12,Pulmonary Embolism,N,
17786,QualifierName,Q000209,18977778,,,12,,Y,etiology
17787,DescriptorName,D019966,18977778,,,13,Substance-Related Disorders,Y,
17788,DescriptorName,D019851,18977778,,,14,Thrombophilia,N,
17789,QualifierName,Q000139,18977778,,,14,,N,chemically induced
17790,DescriptorName,D013924,18977778,,,15,Thrombophlebitis,N,
17791,QualifierName,Q000188,18977778,,,15,,N,drug therapy
17792,DescriptorName,D016306,18977778,,,16,Vena Cava Filters,N,
17793,DescriptorName,D014812,18977778,,,17,Vitamin K,N,
17794,QualifierName,Q000627,18977778,,,17,,N,therapeutic use
17795,DescriptorName,D055815,18977778,,,18,Young Adult,N,
17796,Chemical,D000935,18983414,Antifungal Agents,0,,,,
17797,Chemical,D007166,18983414,Immunosuppressive Agents,0,,,,
17798,Chemical,D014230,18983414,Triazoles,0,,,,
17799,Chemical,D014640,18983414,Vancomycin,6Q205EH1VU,,,,
17800,Chemical,C101425,18983414,posaconazole,6TK1G07BHZ,,,,
17801,Chemical,D016559,18983414,Tacrolimus,WM0HAQ4WNM,,,,
17802,DescriptorName,D000935,18983414,,,1,Antifungal Agents,N,
17803,QualifierName,Q000627,18983414,,,1,,Y,therapeutic use
17804,DescriptorName,D016984,18983414,,,2,Enterococcus faecium,N,
17805,QualifierName,Q000187,18983414,,,2,,N,drug effects
17806,DescriptorName,D017809,18983414,,,3,Fatal Outcome,N,
17807,DescriptorName,D016469,18983414,,,4,Fungemia,N,
17808,QualifierName,Q000188,18983414,,,4,,Y,drug therapy
17809,DescriptorName,D006801,18983414,,,5,Humans,N,
17810,DescriptorName,D007166,18983414,,,6,Immunosuppressive Agents,N,
17811,QualifierName,Q000009,18983414,,,6,,N,adverse effects
17812,DescriptorName,D016031,18983414,,,7,Liver Transplantation,N,
17813,QualifierName,Q000009,18983414,,,7,,Y,adverse effects
17814,DescriptorName,D008297,18983414,,,8,Male,N,
17815,DescriptorName,D008875,18983414,,,9,Middle Aged,N,
17816,DescriptorName,D009181,18983414,,,10,Mycoses,N,
17817,QualifierName,Q000188,18983414,,,10,,Y,drug therapy
17818,DescriptorName,D010538,18983414,,,11,Peritonitis,N,
17819,QualifierName,Q000382,18983414,,,11,,N,microbiology
17820,DescriptorName,D011183,18983414,,,12,Postoperative Complications,N,
17821,QualifierName,Q000175,18983414,,,12,,N,diagnosis
17822,DescriptorName,D016559,18983414,,,13,Tacrolimus,N,
17823,QualifierName,Q000009,18983414,,,13,,N,adverse effects
17824,DescriptorName,D014230,18983414,,,14,Triazoles,N,
17825,QualifierName,Q000627,18983414,,,14,,Y,therapeutic use
17826,DescriptorName,D014250,18983414,,,15,Trichosporon,Y,
17827,DescriptorName,D014640,18983414,,,16,Vancomycin,N,
17828,QualifierName,Q000494,18983414,,,16,,N,pharmacology
17829,DescriptorName,D020713,18983414,,,17,Vancomycin Resistance,N,
17830,Chemical,D011744,18991509,Pyrimidinones,0,,,,
17831,Chemical,D014221,18991509,Triamcinolone,1ZK20VI6TY,,,,
17832,Chemical,D061466,18991509,Lopinavir,2494G1JF75,,,,
17833,Chemical,D019438,18991509,Ritonavir,O3J8G9O825,,,,
17834,DescriptorName,D000328,18991509,,,1,Adult,N,
17835,DescriptorName,D003480,18991509,,,2,Cushing Syndrome,Y,
17836,DescriptorName,D004347,18991509,,,3,Drug Interactions,N,
17837,DescriptorName,D015658,18991509,,,4,HIV Infections,N,
17838,QualifierName,Q000150,18991509,,,4,,Y,complications
17839,DescriptorName,D015497,18991509,,,5,HIV-1,N,
17840,QualifierName,Q000302,18991509,,,5,,N,isolation & purification
17841,DescriptorName,D006801,18991509,,,6,Humans,N,
17842,DescriptorName,D007049,18991509,,,7,Iatrogenic Disease,Y,
17843,DescriptorName,D061466,18991509,,,8,Lopinavir,N,
17844,DescriptorName,D008297,18991509,,,9,Male,N,
17845,DescriptorName,D011744,18991509,,,10,Pyrimidinones,N,
17846,QualifierName,Q000627,18991509,,,10,,Y,therapeutic use
17847,DescriptorName,D019438,18991509,,,11,Ritonavir,N,
17848,QualifierName,Q000627,18991509,,,11,,Y,therapeutic use
17849,DescriptorName,D014221,18991509,,,12,Triamcinolone,N,
17850,QualifierName,Q000008,18991509,,,12,,Y,administration & dosage
17851,Chemical,D000925,19003750,Anticoagulants,0,,,,
17852,Chemical,D005343,19003750,Fibrinolytic Agents,0,,,,
17853,Chemical,D018757,19003750,GABA Modulators,0,,,,
17854,Chemical,D011453,19003750,Prostaglandins,0,,,,
17855,Chemical,D013607,19003750,Tablets,0,,,,
17856,Chemical,D005445,19003750,Flunitrazepam,620X0222FQ,,,,
17857,DescriptorName,D000208,19003750,,,1,Acute Disease,N,
17858,DescriptorName,D000925,19003750,,,2,Anticoagulants,N,
17859,QualifierName,Q000627,19003750,,,2,,N,therapeutic use
17860,DescriptorName,D001157,19003750,,,3,Arterial Occlusive Diseases,N,
17861,QualifierName,Q000139,19003750,,,3,,Y,chemically induced
17862,DescriptorName,D004359,19003750,,,4,"Drug Therapy, Combination",N,
17863,DescriptorName,D005260,19003750,,,5,Female,N,
17864,DescriptorName,D005263,19003750,,,6,Femoral Artery,N,
17865,DescriptorName,D005343,19003750,,,7,Fibrinolytic Agents,N,
17866,QualifierName,Q000627,19003750,,,7,,N,therapeutic use
17867,DescriptorName,D005445,19003750,,,8,Flunitrazepam,N,
17868,QualifierName,Q000008,19003750,,,8,,N,administration & dosage
17869,DescriptorName,D018757,19003750,,,9,GABA Modulators,N,
17870,QualifierName,Q000008,19003750,,,9,,N,administration & dosage
17871,DescriptorName,D006801,19003750,,,10,Humans,N,
17872,DescriptorName,D007269,19003750,,,11,"Injections, Intra-Arterial",N,
17873,DescriptorName,D007511,19003750,,,12,Ischemia,N,
17874,QualifierName,Q000139,19003750,,,12,,Y,chemically induced
17875,DescriptorName,D007866,19003750,,,13,Leg,N,
17876,QualifierName,Q000098,19003750,,,13,,Y,blood supply
17877,DescriptorName,D011453,19003750,,,14,Prostaglandins,N,
17878,QualifierName,Q000627,19003750,,,14,,N,therapeutic use
17879,DescriptorName,D011859,19003750,,,15,Radiography,N,
17880,DescriptorName,D012206,19003750,,,16,Rhabdomyolysis,N,
17881,QualifierName,Q000139,19003750,,,16,,N,chemically induced
17882,DescriptorName,D012995,19003750,,,17,Solubility,N,
17883,DescriptorName,D015819,19003750,,,18,"Substance Abuse, Intravenous",N,
17884,QualifierName,Q000150,19003750,,,18,,Y,complications
17885,DescriptorName,D013607,19003750,,,19,Tablets,N,
17886,DescriptorName,D016909,19003750,,,20,Tibial Arteries,N,
17887,QualifierName,Q000000981,19003750,,,20,,N,diagnostic imaging
17888,DescriptorName,D016896,19003750,,,21,Treatment Outcome,N,
17889,DescriptorName,D055815,19003750,,,22,Young Adult,N,
17890,Chemical,D000893,19017039,Anti-Inflammatory Agents,0,,,,
17891,Chemical,D000911,19017039,"Antibodies, Monoclonal",0,,,,
17892,Chemical,D007555,19017039,Isoxazoles,0,,,,
17893,Chemical,D000069285,19017039,Infliximab,B72HH48FLU,,,,
17894,Chemical,D000077339,19017039,Leflunomide,G162GK9U4W,,,,
17895,DescriptorName,D000293,19017039,,,1,Adolescent,N,
17896,DescriptorName,D000893,19017039,,,2,Anti-Inflammatory Agents,N,
17897,QualifierName,Q000009,19017039,,,2,,N,adverse effects
17898,DescriptorName,D000911,19017039,,,3,"Antibodies, Monoclonal",N,
17899,QualifierName,Q000009,19017039,,,3,,Y,adverse effects
17900,DescriptorName,D015535,19017039,,,4,"Arthritis, Psoriatic",N,
17901,QualifierName,Q000188,19017039,,,4,,Y,drug therapy
17902,DescriptorName,D004342,19017039,,,5,Drug Hypersensitivity,N,
17903,QualifierName,Q000209,19017039,,,5,,Y,etiology
17904,DescriptorName,D004359,19017039,,,6,"Drug Therapy, Combination",N,
17905,DescriptorName,D006801,19017039,,,7,Humans,N,
17906,DescriptorName,D000069285,19017039,,,8,Infliximab,N,
17907,DescriptorName,D007555,19017039,,,9,Isoxazoles,N,
17908,QualifierName,Q000009,19017039,,,9,,Y,adverse effects
17909,DescriptorName,D000077339,19017039,,,10,Leflunomide,N,
17910,DescriptorName,D008297,19017039,,,11,Male,N,
17911,Chemical,D000970,19018868,Antineoplastic Agents,0,,,,
17912,Chemical,D013792,19018868,Thalidomide,4Z8R6ORS6L,,,,
17913,Chemical,D000077269,19018868,Lenalidomide,F0P408N6V4,,,,
17914,DescriptorName,D000741,19018868,,,1,"Anemia, Aplastic",N,
17915,QualifierName,Q000097,19018868,,,1,,N,blood
17916,DescriptorName,D000970,19018868,,,2,Antineoplastic Agents,N,
17917,QualifierName,Q000009,19018868,,,2,,Y,adverse effects
17918,DescriptorName,D001706,19018868,,,3,Biopsy,N,
17919,DescriptorName,D006801,19018868,,,4,Humans,N,
17920,DescriptorName,D000077269,19018868,,,5,Lenalidomide,N,
17921,DescriptorName,D008297,19018868,,,6,Male,N,
17922,DescriptorName,D008875,19018868,,,7,Middle Aged,N,
17923,DescriptorName,D009101,19018868,,,8,Multiple Myeloma,N,
17924,QualifierName,Q000188,19018868,,,8,,Y,drug therapy
17925,DescriptorName,D013792,19018868,,,9,Thalidomide,N,
17926,QualifierName,Q000009,19018868,,,9,,N,adverse effects
17927,Chemical,D000978,19034138,Antiparkinson Agents,0,,,,
17928,Chemical,D000547,19034138,Amantadine,BF4C9Z1J53,,,,
17929,DescriptorName,D000284,19034138,,,1,"Administration, Oral",N,
17930,DescriptorName,D000547,19034138,,,2,Amantadine,N,
17931,QualifierName,Q000008,19034138,,,2,,N,administration & dosage
17932,DescriptorName,D000978,19034138,,,3,Antiparkinson Agents,N,
17933,QualifierName,Q000008,19034138,,,3,,N,administration & dosage
17934,DescriptorName,D002452,19034138,,,4,Cell Count,N,
17935,DescriptorName,D015715,19034138,,,5,Corneal Edema,N,
17936,QualifierName,Q000139,19034138,,,5,,Y,chemically induced
17937,DescriptorName,D004728,19034138,,,6,"Endothelium, Corneal",N,
17938,QualifierName,Q000187,19034138,,,6,,Y,drug effects
17939,DescriptorName,D005260,19034138,,,7,Female,N,
17940,DescriptorName,D006801,19034138,,,8,Humans,N,
17941,DescriptorName,D008875,19034138,,,9,Middle Aged,N,
17942,DescriptorName,D010300,19034138,,,10,Parkinson Disease,N,
17943,QualifierName,Q000188,19034138,,,10,,Y,drug therapy
17944,DescriptorName,D012189,19034138,,,11,Retrospective Studies,N,
17945,Chemical,D000970,19039026,Antineoplastic Agents,0,,,,
17946,Chemical,D007211,19039026,Indoles,0,,,,
17947,Chemical,D047428,19039026,Protein Kinase Inhibitors,0,,,,
17948,Chemical,D011758,19039026,Pyrroles,0,,,,
17949,Chemical,D000077210,19039026,Sunitinib,V99T50803M,,,,
17950,DescriptorName,D000208,19039026,,,1,Acute Disease,N,
17951,DescriptorName,D058186,19039026,,,2,Acute Kidney Injury,N,
17952,QualifierName,Q000139,19039026,,,2,,N,chemically induced
17953,DescriptorName,D000970,19039026,,,3,Antineoplastic Agents,N,
17954,QualifierName,Q000009,19039026,,,3,,N,adverse effects
17955,DescriptorName,D002292,19039026,,,4,"Carcinoma, Renal Cell",N,
17956,QualifierName,Q000188,19039026,,,4,,N,drug therapy
17957,DescriptorName,D006801,19039026,,,5,Humans,N,
17958,DescriptorName,D007211,19039026,,,6,Indoles,N,
17959,QualifierName,Q000009,19039026,,,6,,Y,adverse effects
17960,DescriptorName,D007680,19039026,,,7,Kidney Neoplasms,N,
17961,QualifierName,Q000188,19039026,,,7,,N,drug therapy
17962,DescriptorName,D008297,19039026,,,8,Male,N,
17963,DescriptorName,D008875,19039026,,,9,Middle Aged,N,
17964,DescriptorName,D009395,19039026,,,10,"Nephritis, Interstitial",N,
17965,QualifierName,Q000139,19039026,,,10,,Y,chemically induced
17966,DescriptorName,D047428,19039026,,,11,Protein Kinase Inhibitors,N,
17967,QualifierName,Q000009,19039026,,,11,,Y,adverse effects
17968,DescriptorName,D011758,19039026,,,12,Pyrroles,N,
17969,QualifierName,Q000009,19039026,,,12,,Y,adverse effects
17970,DescriptorName,D000077210,19039026,,,13,Sunitinib,N,
17971,Chemical,D014150,19047493,Antipsychotic Agents,0,,,,
17972,Chemical,D004155,19047493,Diphenhydramine,8GTS82S83M,,,,
17973,Chemical,D006220,19047493,Haloperidol,J6292F8L3D,,,,
17974,DescriptorName,D000369,19047493,,,1,"Aged, 80 and over",Y,
17975,DescriptorName,D014150,19047493,,,2,Antipsychotic Agents,N,
17976,QualifierName,Q000009,19047493,,,2,,Y,adverse effects
17977,DescriptorName,D001480,19047493,,,3,Basal Ganglia Diseases,N,
17978,QualifierName,Q000139,19047493,,,3,,Y,chemically induced
17979,DescriptorName,D003680,19047493,,,4,Deglutition Disorders,N,
17980,QualifierName,Q000139,19047493,,,4,,Y,chemically induced
17981,DescriptorName,D003937,19047493,,,5,"Diagnosis, Differential",N,
17982,DescriptorName,D004155,19047493,,,6,Diphenhydramine,N,
17983,DescriptorName,D016903,19047493,,,7,Drug Monitoring,N,
17984,QualifierName,Q000379,19047493,,,7,,N,methods
17985,DescriptorName,D005260,19047493,,,8,Female,N,
17986,DescriptorName,D006212,19047493,,,9,Hallucinations,N,
17987,QualifierName,Q000188,19047493,,,9,,N,drug therapy
17988,DescriptorName,D006220,19047493,,,10,Haloperidol,N,
17989,QualifierName,Q000009,19047493,,,10,,Y,adverse effects
17990,DescriptorName,D006801,19047493,,,11,Humans,N,
17991,DescriptorName,D008539,19047493,,,12,Meigs Syndrome,N,
17992,QualifierName,Q000150,19047493,,,12,,N,complications
17993,DescriptorName,D009730,19047493,,,13,Nursing Assessment,N,
17994,DescriptorName,D010051,19047493,,,14,Ovarian Neoplasms,N,
17995,QualifierName,Q000150,19047493,,,14,,N,complications
17996,DescriptorName,D010166,19047493,,,15,Palliative Care,N,
17997,QualifierName,Q000379,19047493,,,15,,N,methods
17998,DescriptorName,D012893,19047493,,,16,Sleep Wake Disorders,N,
17999,QualifierName,Q000188,19047493,,,16,,N,drug therapy
18000,Chemical,D018501,19058340,Antirheumatic Agents,0,,,,
18001,Chemical,D008727,19058340,Methotrexate,YL5FZ2Y5U1,,,,
18002,DescriptorName,D018501,19058340,,,1,Antirheumatic Agents,N,
18003,QualifierName,Q000009,19058340,,,1,,Y,adverse effects
18004,DescriptorName,D001284,19058340,,,2,Atrophy,N,
18005,DescriptorName,D001706,19058340,,,3,Biopsy,N,
18006,DescriptorName,D002446,19058340,,,4,Celiac Disease,N,
18007,QualifierName,Q000139,19058340,,,4,,Y,chemically induced
18008,DescriptorName,D004386,19058340,,,5,Duodenum,N,
18009,QualifierName,Q000473,19058340,,,5,,N,pathology
18010,DescriptorName,D016099,19058340,,,6,"Endoscopy, Gastrointestinal",N,
18011,DescriptorName,D006801,19058340,,,7,Humans,N,
18012,DescriptorName,D008297,19058340,,,8,Male,N,
18013,DescriptorName,D008727,19058340,,,9,Methotrexate,N,
18014,QualifierName,Q000009,19058340,,,9,,Y,adverse effects
18015,DescriptorName,D008875,19058340,,,10,Middle Aged,N,
18016,DescriptorName,D013167,19058340,,,11,"Spondylitis, Ankylosing",N,
18017,QualifierName,Q000188,19058340,,,11,,N,drug therapy
18018,DescriptorName,D013577,19058340,,,12,Syndrome,N,
18019,Chemical,D000970,19097599,Antineoplastic Agents,0,,,,
18020,Chemical,D001549,19097599,Benzamides,0,,,,
18021,Chemical,D010879,19097599,Piperazines,0,,,,
18022,Chemical,D047428,19097599,Protein Kinase Inhibitors,0,,,,
18023,Chemical,D011743,19097599,Pyrimidines,0,,,,
18024,Chemical,D000068877,19097599,Imatinib Mesylate,8A1O1M485B,,,,
18025,DescriptorName,D000328,19097599,,,1,Adult,N,
18026,DescriptorName,D000970,19097599,,,2,Antineoplastic Agents,N,
18027,QualifierName,Q000009,19097599,,,2,,Y,adverse effects
18028,DescriptorName,D001549,19097599,,,3,Benzamides,N,
18029,DescriptorName,D006801,19097599,,,4,Humans,N,
18030,DescriptorName,D000068877,19097599,,,5,Imatinib Mesylate,N,
18031,DescriptorName,D008297,19097599,,,6,Male,N,
18032,DescriptorName,D010879,19097599,,,7,Piperazines,N,
18033,QualifierName,Q000009,19097599,,,7,,Y,adverse effects
18034,DescriptorName,D054198,19097599,,,8,Precursor Cell Lymphoblastic Leukemia-Lymphoma,N,
18035,QualifierName,Q000188,19097599,,,8,,N,drug therapy
18036,DescriptorName,D047428,19097599,,,9,Protein Kinase Inhibitors,N,
18037,QualifierName,Q000009,19097599,,,9,,Y,adverse effects
18038,DescriptorName,D011743,19097599,,,10,Pyrimidines,N,
18039,QualifierName,Q000009,19097599,,,10,,Y,adverse effects
18040,DescriptorName,D015275,19097599,,,11,Tumor Lysis Syndrome,N,
18041,QualifierName,Q000209,19097599,,,11,,Y,etiology
18042,Chemical,D000998,19104709,Antiviral Agents,0,,,,
18043,Chemical,D016898,19104709,Interferon-alpha,0,,,,
18044,Chemical,D012254,19104709,Ribavirin,49717AWG6K,,,,
18045,Chemical,D013972,19104709,Thyrotropin,9002-71-5,,,,
18046,Chemical,D013974,19104709,Thyroxine,Q51BO43MG4,,,,
18047,DescriptorName,D000998,19104709,,,1,Antiviral Agents,N,
18048,QualifierName,Q000008,19104709,,,1,,Y,administration & dosage
18049,DescriptorName,D004359,19104709,,,2,"Drug Therapy, Combination",N,
18050,DescriptorName,D006111,19104709,,,3,Graves Disease,N,
18051,QualifierName,Q000097,19104709,,,3,,N,blood
18052,DescriptorName,D006526,19104709,,,4,Hepatitis C,N,
18053,QualifierName,Q000150,19104709,,,4,,Y,complications
18054,DescriptorName,D006801,19104709,,,5,Humans,N,
18055,DescriptorName,D016898,19104709,,,6,Interferon-alpha,N,
18056,QualifierName,Q000008,19104709,,,6,,Y,administration & dosage
18057,DescriptorName,D008297,19104709,,,7,Male,N,
18058,DescriptorName,D008875,19104709,,,8,Middle Aged,N,
18059,DescriptorName,D012008,19104709,,,9,Recurrence,N,
18060,DescriptorName,D012254,19104709,,,10,Ribavirin,N,
18061,QualifierName,Q000008,19104709,,,10,,N,administration & dosage
18062,DescriptorName,D013965,19104709,,,11,Thyroidectomy,N,
18063,DescriptorName,D013971,19104709,,,12,Thyrotoxicosis,N,
18064,QualifierName,Q000097,19104709,,,12,,N,blood
18065,DescriptorName,D013972,19104709,,,13,Thyrotropin,N,
18066,QualifierName,Q000097,19104709,,,13,,N,blood
18067,DescriptorName,D013974,19104709,,,14,Thyroxine,N,
18068,QualifierName,Q000097,19104709,,,14,,N,blood
18069,Chemical,D001572,19112808,Benzofurans,0,,,,
18070,Chemical,D018727,19112808,Muscarinic Antagonists,0,,,,
18071,Chemical,D011759,19112808,Pyrrolidines,0,,,,
18072,Chemical,C101207,19112808,darifenacin,APG9819VLM,,,,
18073,DescriptorName,D001572,19112808,,,1,Benzofurans,N,
18074,QualifierName,Q000009,19112808,,,1,,Y,adverse effects
18075,DescriptorName,D003875,19112808,,,2,Drug Eruptions,N,
18076,QualifierName,Q000209,19112808,,,2,,Y,etiology
18077,DescriptorName,D005260,19112808,,,3,Female,N,
18078,DescriptorName,D006099,19112808,,,4,Granuloma,N,
18079,QualifierName,Q000139,19112808,,,4,,N,chemically induced
18080,DescriptorName,D006801,19112808,,,5,Humans,N,
